工程集計ｺｰﾄﾞ,WBS,ﾈｯﾄﾜｰｸ,客先,向先,客先工番,製品名/指図名,管理備考,仕様他,納期,完成日,工程計画内外区分,部品NO,部品名称,工程NO,作業工程ID,作業工程名称,作業者ID,作業者名称,作業者必要量,作業工数,工数確認,全体作業LT,作業区分,工程NO変更ロックフラグ,資源引当ON/OFF,確定フラグ,部品数量,基本工区NO,基本工区名称,前段取工数,後段取工数,必要量計算方法,作業工程備考1,作業工程備考2,作業工程備考3,備考集計用,アクティビティの開始可能日(工程計画),アクティビティの目標終了日(工程計画),エラーメッセージ
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,,,,,,,,,,未確認,,,,,,,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,000,部品なし,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,A001,設計,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,A001,設計,,,,,,,,未確認,,,,,,1,1,設計,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,A001,設計,1002,1002,基本設計(海配),A1000,主配チーム,1.0000,      66 時間 00 分,未確認,      66 時間 00 分,2: 有人作業,OFF,OFF,確定,1,1,設計,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,01 MP設計,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,A001,設計,1091,1091,仕様,A1091,仕様(ﾀﾞﾐｰ),0.0020,       0 時間 01 分,未確認,       8 時間 20 分,2: 有人作業,OFF,ON,確定,1,1,設計,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,01 MP設計,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,A001,設計,1092,1092,承認,A1092,承認(ﾀﾞﾐｰ),0.0020,       0 時間 01 分,未確認,       8 時間 20 分,2: 有人作業,OFF,ON,確定,1,1,設計,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,01 MP設計,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,A001,設計,,,,,,,,未確認,,,,,,1,3,生設,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,A001,設計,1093,1093,出図,A1093,出図(ﾀﾞﾐｰ),0.0020,       0 時間 01 分,未確認,       8 時間 20 分,2: 有人作業,OFF,ON,確定,1,3,生設,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,S001,ｿﾌﾄ,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,S001,ｿﾌﾄ,,,,,,,,未確認,,,,,,1,2,ｿﾌﾄ,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,S001,ｿﾌﾄ,2001,2001,ｿﾌﾄ作成(海配),A1000,主配チーム,1.0000,       7 時間 00 分,未確認,       7 時間 00 分,2: 有人作業,OFF,OFF,確定,1,2,ｿﾌﾄ,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,K001,生設,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,K001,生設,,,,,,,,未確認,,,,,,1,3,生設,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,K001,生設,3001,3001,板金加工図,K1000,生産設計,1.0000,       8 時間 00 分,未確認,       8 時間 00 分,2: 有人作業,OFF,OFF,確定,1,3,生設,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,K001,生設,3002,3002,内部組立図,K1000,生産設計,1.0000,      12 時間 00 分,未確認,      12 時間 00 分,2: 有人作業,OFF,OFF,確定,1,3,生設,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,K001,生設,3003,3003,銅帯図,K1000,生産設計,1.0000,       8 時間 00 分,未確認,       8 時間 00 分,2: 有人作業,OFF,OFF,確定,1,3,生設,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,B001,工作,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,B001,工作,,,,,,,,未確認,,,,,,1,4,工作,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,B001,工作,4001,4001,ﾊﾟﾈﾙ,B1000,ﾊﾟﾈﾙﾁｰﾑ,0.4000,      24 時間 00 分,確認済,      60 時間 00 分,2: 有人作業,OFF,OFF,確定,1,4,工作,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,B001,工作,4002,4002,枠組,B1010,MSB・GSP枠組ﾁｰﾑ,1.0000,      48 時間 00 分,確認済,      48 時間 00 分,2: 有人作業,OFF,OFF,確定,1,4,工作,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,C001,塗装,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,C001,塗装,,,,,,,,未確認,,,,,,1,5,塗装,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,C001,塗装,5010,5010,塗装,C1010,塗装ﾁｰﾑ,0.6250,      10 時間 00 分,未確認,      16 時間 00 分,2: 有人作業,OFF,OFF,確定,1,5,塗装,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,P001,部品,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,P001,部品,,,,,,,,未確認,,,,,,1,19,部品,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,P001,部品,9900,9900,部品,P9900,部品(ﾀﾞﾐｰ),1.0000,      24 時間 00 分,未確認,      24 時間 00 分,2: 有人作業,OFF,OFF,確定,1,19,部品,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,J001,弱電,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,J001,弱電,,,,,,,,未確認,,,,,,1,6,弱電,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,J001,弱電,6001,6001,弱電組立,J1000,ｵｰﾀﾞ弱電組立,1.0000,       4 時間 00 分,未確認,       4 時間 00 分,2: 有人作業,OFF,OFF,確定,1,6,弱電,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,J001,弱電,6002,6002,弱電検査,J1010,ｵｰﾀﾞ弱電検査,1.0000,       8 時間 00 分,未確認,       8 時間 00 分,2: 有人作業,OFF,OFF,確定,1,6,弱電,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,D001,組立,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,D001,組立,,,,,,,,未確認,,,,,,1,7,組立,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7101,7101,組立枠組器具付(海組1),D1000,MSB枠組器具付,3.0000,      84 時間 00 分,未確認,      28 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7103,7103,配線(海組1),D1001,MSB配線,1.0000,     160 時間 00 分,未確認,      80 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7105,7105,銅帯加工(海組1),D1200,銅帯加工ﾒｯｷ,1.0000,      20 時間 00 分,未確認,      20 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7106,7106,銅帯ﾒｯｷ塗装(海組1),D1200,銅帯加工ﾒｯｷ,1.0000,      40 時間 00 分,未確認,      40 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7108,7108,銅帯組付(海組1),D1201,銅帯組付,3.1250,      75 時間 00 分,未確認,      24 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7111,7111,ﾁｪｯｸ仕上(海組1),D1002,MSBチェック仕上,2.0000,      48 時間 00 分,未確認,      24 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7211,7211,結線図測長(海組1),D1300,結線図測長,1.0000,      10 時間 50 分,未確認,      10 時間 50 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7213,7213,線出(海組1),D1301,線出,1.0000,      26 時間 00 分,未確認,      26 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7214,7214,銘板彫刻(海組1),D1302,銘板彫刻,1.0000,       8 時間 00 分,未確認,       8 時間 00 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,D001,組立,7215,7215,銘板取付(海組1),D1003,配電銘板取付,0.5000,       8 時間 20 分,未確認,      16 時間 40 分,2: 有人作業,OFF,OFF,確定,1,7,組立,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,E001,検査,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,E001,検査,,,,,,,,未確認,,,,,,1,8,検査,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,E001,検査,8102,8102,検査(検1),E1000,海洋配電ﾁｰﾑ,2.0000,      60 時間 00 分,未確認,      30 時間 00 分,2: 有人作業,OFF,OFF,確定,1,8,検査,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,E001,検査,8103,8103,立会受検(検1),E1000,海洋配電ﾁｰﾑ,1.0000,      12 時間 00 分,未確認,      12 時間 00 分,2: 有人作業,OFF,OFF,確定,1,8,検査,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,E001,検査,8104,8104,完成(検1),E9900,完成,1.0000,       0 時間 01 分,未確認,       0 時間 01 分,2: 有人作業,OFF,OFF,確定,1,8,検査,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,SHIPMENT,出荷,,,,,,,,未確認,,,,,,1,,,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,,SHIPMENT,出荷,,,,,,,,未確認,,,,,,1,9,出荷,,,,,,,,,,
01,S301136-10-A1001000,,波造,波造,SNO.301,主配電盤 AC225V 180KVAx2+85KVA,◆,,2026/03/27 17:00,2026/03/26,内製,SHIPMENT,出荷,9000,9000,出荷,O9000,出荷,0.5000,       8 時間 00 分,未確認,      16 時間 00 分,2: 有人作業,OFF,OFF,確定,1,9,出荷,       0 時間 00 分,       0 時間 00 分,2: 機械必要量と作業者必要量入力によりLTを自動計算,,,,,,,
01,S300780-10-A1001000,,檜垣造船,檜垣造船,SNO.810,主配電盤 AC450V 500KVAx3,◆,,2026/03/30 17:00,2026/03/27,,,,,,,,,,,未確認,,,,,,,,,,,,,,,,,,
